# File name: C_glabrata_CBS138_S_cerevisiae_orthologs.txt
# Organism: Candida glabrata CBS138
# Genome version: s02-m07-r41
# Date created: Wed Aug 21 10:26:53 2019
# Created by: The Candida Genome Database (http://www.candidagenome.org/)
# Contact Email: candida-curator AT lists DOT stanford DOT edu
# Funding: NIDCR at US NIH, grant number 1-R01-DE015873-01
#
CAGL0J11286g		CAL0133448	YNL182C	IPI3	S000005126
CAGL0B00902g	HIS4	CAL0127808	YCL030C	HIS4	S000000535
CAGL0D00418g		CAL0128477	YKL187C	FAT3	S000001670
CAGL0A01001g		CAL0126801	YLR326W	YLR326W	S000004318
CAGL0K03355g		CAL0133987	YMR101C	SRT1	S000004707
CAGL0K11836g		CAL0134967	YDR030C	RAD28	S000002437
CAGL0K07876g		CAL0134297	YPR083W	MDM36	S000006287
CAGL0H10274g		CAL0131510	YBR062C	YBR062C	S000000266
CAGL0A02431g	YPS7	CAL0126641	YDR349C	YPS7	S000002757
CAGL0G03905g		CAL0129169	YLL027W	ISA1	S000003950
CAGL0M08272g		CAL0137109	YKL174C	TPO5	S000001657
CAGL0K08118g		CAL0134083	YPR097W	YPR097W	S000006301
CAGL0L11330g		CAL0136068	YML068W	ITT1	S000004533
CAGL0K09284g		CAL0134373	YCR057C	PWP2	S000000653
CAGL0L03157g		CAL0135400	YKR034W	DAL80	S000001742
CAGL0D04394g		CAL0128547	YDR016C	DAD1	S000002423
CAGL0L09273g		CAL0135030	YPR006C	ICL2	S000006210
CAGL0L00429g		CAL0135514	YMR189W	GCV2	S000004801
CAGL0A04059g	NMT1	CAL0126631	YLR195C	NMT1	S000004185
CAGL0I02354g		CAL0132148	YHR169W	DBP8	S000001212
CAGL0H01529g	CPR5	CAL0131948	YDR304C	CPR5	S000002712
CAGL0B01507g	ARG8	CAL0127072	YOL140W	ARG8	S000005500
CAGL0J05742g		CAL0133288	YNL148C	ALF1	S000005092
CAGL0G09295g		CAL0129928	YGR196C	FYV8	S000003428
CAGL0F08987g		CAL0131364	YHR039C-A	VMA10	S000002100
CAGL0L01331g	ANP1	CAL0135180	YEL036C	ANP1	S000000762
CAGL0K02695g		CAL0134769	YHL006C	SHU1	S000000998
CAGL0K05797g	EMI1	CAL0134449	YDR512C	EMI1	S000002920
CAGL0B02541g		CAL0127106	YML127W	RSC9	S000004596
CAGL0C03531g		CAL0127598	YNR046W	TRM112	S000005329
CAGL0M12144g		CAL0136545	YAL035W	FUN12	S000000033
CAGL0F06215g		CAL0130904	YMR044W	IOC4	S000004647
CAGL0K11209g	PEX5	CAL0134877	YDR244W	PEX5	S000002652
CAGL0M07161g	EGD2	CAL0137119	YHR193C	EGD2	S000001236
CAGL0D05676g		CAL0127937	YLL007C	YLL007C	S000003930
CAGL0F09163g		CAL0129320	YER182W	FMP10	S000000984
CAGL0J02442g		CAL0133568	YIL022W	TIM44	S000001284
CAGL0I01584g		CAL0130059	YJR042W	NUP85	S000003803
CAGL0F03685g		CAL0130930	YPL172C	COX10	S000006093
CAGL0I07689g		CAL0132530	YOL092W	YPQ1	S000005452
CAGL0L01397g		CAL0135378	YEL032W	MCM3	S000000758
CAGL0H04653g	ERG6	CAL0131698	YML008C	ERG6	S000004467
CAGL0D03300g		CAL0128091	YLR022C	SDO1	S000004012
CAGL0G10087g		CAL0130697	YPR189W	SKI3	S000006393
CAGL0H02827g		CAL0131748	YJL073W	JEM1	S000003609
CAGL0M12771g		CAL0136577	YIL072W	HOP1	S000001334
CAGL0E02453g		CAL0128804	YOL005C	RPB11	S000005365
CAGL0C01309g		CAL0127524	YIL112W	HOS4	S000001374
CAGL0F07689g		CAL0129579	YMR165C	PAH1	S000004775
CAGL0G08888g		CAL0130013	YIL132C	CSM2	S000001394
CAGL0D02420g		CAL0128515	YLR119W	SRN2	S000004109
CAGL0E00759g		CAL0128776	YDR173C	ARG82	S000002580
CAGL0K03641g		CAL0134193	YMR119W	ASI1	S000004725
CAGL0M12837g		CAL0137341	YIL074C	SER33	S000001336
CAGL0M05885g		CAL0136653	YKR063C	LAS1	S000001771
CAGL0K06831g		CAL0133907	YBR221C	PDB1	S000000425
CAGL0F08327g		CAL0130940	YGR258C	RAD2	S000003490
CAGL0D04928g		CAL0128423	YPR138C	MEP3	S000006342
CAGL0H07689g		CAL0131486	YGL247W	BRR6	S000003216
CAGL0F05357g		CAL0131262	YDR207C	UME6	S000002615
CAGL0H03245g		CAL0130404	YGL083W	SCY1	S000003051
CAGL0F06457g		CAL0131154	YMR060C	SAM37	S000004664
CAGL0M05379g		CAL0136985	YBR201W	DER1	S000000405
CAGL0A04697g		CAL0126819	YFR049W	YMR31	S000001945
CAGL0M13343g	GND1	CAL0136761	YHR183W	GND1	S000001226
CAGL0J06314g		CAL0133542	YDL178W	DLD2	S000002337
CAGL0F06017g	LYS7	CAL0130932	YMR038C	CCS1	S000004641
CAGL0J00319g		CAL0133326	YHR046C	INM1	S000001088
CAGL0K11616g		CAL0134747	YKL120W	OAC1	S000001603
CAGL0D04290g	SEC14	CAL0128111	YKL091C	YKL091C	S000001574
CAGL0G09042g		CAL0130189	YPL202C	AFT2	S000006123
CAGL0L07436g	PHO2	CAL0135048	YDL106C	PHO2	S000002264
CAGL0L10186g		CAL0136066	YOR052C	TMC1	S000005578
CAGL0K09900g	HAP5	CAL0134837	YOR358W	HAP5	S000005885
CAGL0L06160g		CAL0135058	YGL187C	COX4	S000003155
CAGL0J04950g		CAL0133716	YJL051W	IRC8	S000003587
CAGL0H01287g	SSD1	CAL0131450	YDR293C	SSD1	S000002701
CAGL0H08932g		CAL0130268	YGL137W	SEC27	S000003105
CAGL0M01562g		CAL0136509	YDR391C	YDR391C	S000002799
CAGL0G05918g		CAL0137563	YHR142W	CHS7	S000001184
CAGL0J08371g		CAL0133330	YNL279W	PRM1	S000005223
CAGL0M02673g		CAL0137269	YPL132W	COX11	S000006053
CAGL0L12826g		CAL0136110	YPL051W	ARL3	S000005972
CAGL0J10098g		CAL0129927	YNL056W	OCA2	S000005001
CAGL0G08195g		CAL0129981	YLR168C	UPS2	S000004158
CAGL0L04444g		CAL0136186	YOR164C	GET4	S000005690
CAGL0M08162g		CAL0136601	YKL179C	COY1	S000001662
CAGL0I09174g		CAL0132516	YBR258C	SHG1	S000000462
CAGL0J08679g		CAL0133124	YOR091W	TMA46	S000005617
CAGL0K08646g		CAL0134209	YKL110C	KTI12	S000001593
CAGL0L12738g		CAL0135254	YPL047W	SGF11	S000005968
CAGL0M03751g		CAL0136965	YNL299W	TRF5	S000005243
CAGL0L05632g	PBS2	CAL0135556	YJL128C	PBS2	S000003664
CAGL0G05071g		CAL0129293	YDR062W	LCB2	S000002469
CAGL0A04345g		CAL0126539	YBL058W	SHP1	S000000154
CAGL0F08481g		CAL0131002	YGR266W	YGR266W	S000003498
CAGL0L10208g		CAL0136108	YOR054C	VHS3	S000005580
CAGL0J03938g		CAL0133168	YOR238W	YOR238W	S000005764
CAGL0M00550g		CAL0136987	YJR130C	STR2	S000003891
CAGL0K06985g		CAL0133843	YBR239C	ERT1	S000000443
CAGL0E04818g		CAL0128600	YDR219C	MFB1	S000002627
CAGL0E01551g		CAL0129078	YOL135C	MED7	S000005495
CAGL0E03630g		CAL0128914	YHL024W	RIM4	S000001016
CAGL0K05137g		CAL0134431	YPR026W	ATH1	S000006230
CAGL0J11176g		CAL0133688	YNL176C	TDA7	S000005120
CAGL0M12188g		CAL0136277	YAL044C	GCV3	S000000042
CAGL0B04543g		CAL0126986	YOR100C	CRC1	S000005626
CAGL0M05665g		CAL0136213	YNL015W	PBI2	S000004960
CAGL0K05401g		CAL0134221	YPR037C	ERV2	S000006241
CAGL0G09999g		CAL0129383	YPR185W	ATG13	S000006389
CAGL0E03960g		CAL0128794	YHL034C	SBP1	S000001026
CAGL0M04939g		CAL0137373	YMR233W	TRI1	S000004846
CAGL0M08382g		CAL0136261	YKL167C	MRP49	S000001650
CAGL0K10736g	CYB2	CAL0134171	YML054C	CYB2	S000004518
CAGL0M04433g	CNH1	CAL0136289	YLR138W	NHA1	S000004128
CAGL0F05005g		CAL0131318	YLR277C	YSH1	S000004267
CAGL0J10179g		CAL0133164	YNL070W	TOM7	S000005014
CAGL0F03003g		CAL0131298	YDR420W	HKR1	S000002828
CAGL0A03388g		CAL0126667	YLR029C	RPL15A	S000004019
CAGL0G01012g		CAL0137555	YLR341W	SPO77	S000004333
CAGL0L11022g	RFM1	CAL0135582	YOR279C	RFM1	S000005805
CAGL0L03476g		CAL0135252	YJL093C	TOK1	S000003629
CAGL0A02860g		CAL0126611	YDR370C	DXO1	S000002778
CAGL0J05214g		CAL0129537	YJL061W	NUP82	S000003597
CAGL0G07447g		CAL0137699	YPL168W	YPL168W	S000006089
CAGL0K05005g		CAL0134155	YNL219C	ALG9	S000005163
CAGL0M05335g		CAL0136999	YBR198C	TAF5	S000000402
CAGL0C00319g		CAL0127452	YJL172W	CPS1	S000003708
CAGL0H09042g		CAL0130392	YHR129C	ARP1	S000001171
CAGL0F07997g		CAL0131398	YGR238C	KEL2	S000003470
CAGL0I10967g		CAL0129963	YOR198C	BFR1	S000005724
CAGL0E02299g		CAL0128958	YOL013C	HRD1	S000005373
CAGL0F03597g		CAL0130936	YPL175W	SPT14	S000006096
CAGL0G01628g		CAL0137639	YNL035C	YNL035C	S000004980
CAGL0E02343g		CAL0128994	YOL010W	RCL1	S000005370
CAGL0C04983g	ADO1	CAL0127176	YJR105W	ADO1	S000003866
CAGL0H07271g		CAL0130307	YDR315C	IPK1	S000002723
CAGL0G09823g		CAL0130640	YPR176C	BET2	S000006380
CAGL0K02475g	DSS4	CAL0134287	YPR017C	DSS4	S000006221
CAGL0J08272g		CAL0133714	YNL274C	GOR1	S000005218
CAGL0G05742g		CAL0130025	YDL213C	NOP6	S000002372
CAGL0D04158g		CAL0128099	YIL093C	RSM25	S000001355
CAGL0L11242g	TEM1	CAL0135886	YML064C	TEM1	S000004529
CAGL0F02607g		CAL0129854	YDR402C	DIT2	S000002810
CAGL0D06424g	ACO1	CAL0127945	YLR304C	ACO1	S000004295
CAGL0J03762g	MET7	CAL0132870	YOR241W	MET7	S000005767
CAGL0M08580g		CAL0136437	YDR273W	DON1	S000002681
CAGL0A04367g		CAL0126813	YBL059W	YBL059W	S000000155
CAGL0B01881g		CAL0127664	YDR120C	TRM1	S000002527
CAGL0F02497g		CAL0130900	YJL204C	RCY1	S000003740
CAGL0H04477g		CAL0132040	YMR162C	DNF3	S000004772
CAGL0M08800g	YAP6	CAL0136461	YDR259C	YAP6	S000002667
CAGL0E06512g		CAL0129094	YKL142W	MRP8	S000001625
CAGL0K07832g		CAL0134913	YBR118W	TEF2	S000000322
CAGL0M02607g		CAL0136963	YPL137C	GIP3	S000006058
CAGL0D04004g		CAL0128357	YGR017W	YGR017W	S000003249
CAGL0L10340g		CAL0135148	YOR060C	SLD7	S000005586
CAGL0K09768g		CAL0133891	YNL137C	NAM9	S000005081
CAGL0E05896g		CAL0128930	YPL218W	SAR1	S000006139
CAGL0G03245g		CAL0137759	YJL082W	IML2	S000003618
CAGL0K03993g		CAL0134645	YGR030C	POP6	S000003262
CAGL0L02255g		CAL0135536	YKR004C	ECM9	S000001712
CAGL0D00902g		CAL0128311	YDL059C	RAD59	S000002217
CAGL0B02585g		CAL0127662	YDR233C	RTN1	S000002641
CAGL0E04548g		CAL0128754	YOR020W-A	YOR020W-A	S000028526
CAGL0G06314g		CAL0130509	YAL028W	FRT2	S000000026
CAGL0M06149g		CAL0136439	YBR172C	SMY2	S000000376
CAGL0M01958g		CAL0136371	YBR073W	RDH54	S000000277
CAGL0B00858g	STE50	CAL0127758	YCL032W	STE50	S000000537
CAGL0G04543g		CAL0130600	YDR486C	VPS60	S000002894
CAGL0I06160g	PIR4	CAL0130163	YJL158C	CIS3	S000003694
CAGL0C04829g		CAL0127368	YJR112W-A	YJR112W-A	S000028513
CAGL0I01606g		CAL0132502	YJR041C	URB2	S000003802
CAGL0K03003g		CAL0134819	YMR070W	MOT3	S000004674
CAGL0F03399g	SCS7	CAL0131212	YMR272C	SCS7	S000004885
CAGL0E01507g		CAL0129018	YOL137W	BSC6	S000005497
CAGL0L12914g		CAL0135934	YKL050C	YKL050C	S000001533
CAGL0F08635g		CAL0130918	YGR003W	CUL3	S000003235
CAGL0E02541g	PHO80	CAL0128812	YOL001W	PHO80	S000005361
CAGL0G00264g		CAL0129340	YGR280C	PXR1	S000003512
CAGL0F05115g		CAL0131126	YLR413W	INA1	S000004405
CAGL0I01496g		CAL0130430	YJR045C	SSC1	S000003806
CAGL0F05335g		CAL0131010	YDR208W	MSS4	S000002616
CAGL0L08206g		CAL0135042	YCR035C	RRP43	S000000631
CAGL0F02145g	PHM1	CAL0129424	YFL004W	VTC2	S000001890
CAGL0B04367g		CAL0126976	YBR037C	SCO1	S000000241
CAGL0G08217g		CAL0130306	YLR246W	ERF2	S000004236
CAGL0H10120g		CAL0129564	YBR056W	YBR056W	S000000260
CAGL0L03069g		CAL0135748	YKR023W	YKR023W	S000001731
CAGL0I09856g		CAL0132162	YOR315W	SFG1	S000005842
CAGL0A01111g		CAL0126609	YPL271W	ATP15	S000006192
CAGL0K02255g		CAL0134957	YER125W	RSP5	S000000927
CAGL0I00484g		CAL0130502	YLR300W	EXG1	S000004291
CAGL0M09273g		CAL0137163	YJR083C	ACF4	S000003843
CAGL0I00748g		CAL0129543	YMR145C	NDE1	S000004753
CAGL0J05500g		CAL0129479	YNL082W	PMS1	S000005026
CAGL0I10879g	PEX25	CAL0132050	YOR193W	PEX27	S000005719
CAGL0M08822g	HSP78	CAL0136887	YDR258C	HSP78	S000002666
CAGL0L11176g		CAL0136150	YML060W	OGG1	S000004525
CAGL0C01485g		CAL0127210	YPL181W	CTI6	S000006102
CAGL0L02937g	HIS3	CAL0135520	YOR202W	HIS3	S000005728
CAGL0K05775g		CAL0134925	YDR511W	SDH7	S000002919
CAGL0H03179g		CAL0131566	YGL086W	MAD1	S000003054
CAGL0G04433g		CAL0129301	YJL108C	PRM10	S000003644
CAGL0B03575g		CAL0127754	YEL056W	HAT2	S000000782
CAGL0G07359g		CAL0129865	YML031W	NDC1	S000004493
CAGL0L08074g		CAL0135664	YCR030C	SYP1	S000000626
CAGL0H07359g	PHO8	CAL0129615	YDR481C	PHO8	S000002889
CAGL0K01287g		CAL0134545	YGR074W	SMD1	S000003306
CAGL0I03300g		CAL0132474	YEL029C	BUD16	S000000755
CAGL0M11858g		CAL0137353	YER018C	SPC25	S000000820
CAGL0G02497g		CAL0137703	YKR095W	MLP1	S000001803
CAGL0M12661g	FIS1	CAL0137193	YIL065C	FIS1	S000001327
CAGL0K04367g		CAL0134427	YGR055W	MUP1	S000003287
CAGL0K12034g	ENA1	CAL0134969	YDR040C	ENA1	S000002447
CAGL0F00869g		CAL0129198	YOL048C	RRT8	S000005408
CAGL0I10626g		CAL0129871	YGR125W	YGR125W	S000003357
CAGL0L05236g	MDH1	CAL0136024	YKL085W	MDH1	S000001568
CAGL0L12122g		CAL0135810	YER180C	ISC10	S000000982
CAGL0H04125g		CAL0130238	YML086C	ALO1	S000004551
CAGL0L01881g		CAL0135584	YKL039W	PTM1	S000001522
CAGL0M12254g		CAL0136539	YAL047C	SPC72	S000000045
CAGL0A03117g		CAL0126929	YDR381W	YRA1	S000002789
CAGL0L05588g		CAL0135802	YJL126W	NIT2	S000003662
CAGL0F08679g		CAL0131112	YGR005C	TFG2	S000003237
CAGL0F06545g		CAL0130890	YMR063W	RIM9	S000004667
CAGL0M09801g		CAL0136847	YLR285W	NNT1	S000004275
CAGL0F01177g		CAL0129631	YOL036W	YOL036W	S000005396
CAGL0G08338g		CAL0129399	YLR241W	CSC1	S000004231
CAGL0M08976g		CAL0136849	YDR473C	PRP3	S000002881
CAGL0H02893g		CAL0131496	YJL070C	YJL070C	S000003606
CAGL0C01331g		CAL0127520	YIL110W	HPM1	S000001372
CAGL0D02376g		CAL0128287	YLR117C	CLF1	S000004107
CAGL0L04350g		CAL0135634	YOR159C	SME1	S000005685
CAGL0L00517g		CAL0135828	YMR185W	RTP1	S000004797
CAGL0F01463g	TIR1	CAL0129864	YOR010C	TIR2	S000005536
CAGL0H02233g		CAL0131892	YMR267W	PPA2	S000004880
CAGL0J06006g		CAL0132766	YNL153C	GIM3	S000005097
CAGL0H06699g		CAL0130454	YIL155C	GUT2	S000001417
CAGL0H08822g	MMT2	CAL0132002	YMR177W	MMT1	S000004789
CAGL0I04840g	CHS3B	CAL0130418	YBR023C	CHS3	S000000227
CAGL0E01023g		CAL0129014	YDR163W	CWC15	S000002570
CAGL0D01408g	SPE3	CAL0128181	YPR069C	SPE3	S000006273
CAGL0H03949g		CAL0132006	YCL001W-B	YCL001W-B	S000007596
CAGL0E04532g		CAL0129032	YOR021C	SFM1	S000005547
CAGL0K12100g		CAL0133797	YDR044W	HEM13	S000002451
CAGL0K08954g		CAL0134403	YOR257W	CDC31	S000005783
CAGL0I08305g		CAL0132184	YER024W	YAT2	S000000826
CAGL0H07821g		CAL0131908	YGL238W	CSE1	S000003207
CAGL0H05049g		CAL0131750	YLR382C	NAM2	S000004374
CAGL0H06171g		CAL0129467	YAL020C	ATS1	S000000018
CAGL0E01397g		CAL0128926	YDR145W	TAF12	S000002552
CAGL0F04609g		CAL0130894	YBL047C	EDE1	S000000143
CAGL0F06611g		CAL0131392	YMR066W	SOV1	S000004670
CAGL0A02695g		CAL0126585	YDR362C	TFC6	S000002770
CAGL0E03432g		CAL0129004	YLR307W	CDA1	S000004298
CAGL0K00473g		CAL0134903	YKL205W	LOS1	S000001688
CAGL0D06050g		CAL0128455	YJR054W	KCH1	S000003815
CAGL0D01144g		CAL0128521	YBR120C	CBP6	S000000324
CAGL0I04730g	HMT1	CAL0132500	YBR034C	HMT1	S000000238
CAGL0F01045g		CAL0131226	YOL040C	RPS15	S000005400
CAGL0G07843g		CAL0137773	YGR103W	NOP7	S000003335
CAGL0H01595g		CAL0131648	YDR527W	RBA50	S000002935
CAGL0L12650g		CAL0135266	YPL042C	SSN3	S000005963
CAGL0I05148g	DLD1	CAL0132440	YDL174C	DLD1	S000002333
CAGL0H09130g		CAL0129946	YKL201C	MNN4	S000001684
CAGL0F09097g	SKN7	CAL0130876	YHR206W	SKN7	S000001249
CAGL0K04059g		CAL0134803	YGR033C	TIM21	S000003265
CAGL0A03036g		CAL0126635	YDR377W	ATP17	S000002785
CAGL0G01782g		CAL0130735	YPR104C	FHL1	S000006308
CAGL0B02101g		CAL0127752	YGR223C	HSV2	S000003455
CAGL0J03014g		CAL0133258	YER064C	VHR2	S000000866
CAGL0I07821g		CAL0132666	YOL087C	DUF1	S000005447
CAGL0H05687g		CAL0131852	YPL092W	SSU1	S000006013
CAGL0L02343g		CAL0136006	YEL001C	IRC22	S000000727
CAGL0L00583g		CAL0135404	YPL230W	USV1	S000006151
CAGL0E02101g		CAL0128830	YOL115W	PAP2	S000005475
CAGL0G00550g		CAL0130580	YGR268C	HUA1	S000003500
CAGL0A01562g		CAL0126793	YGL031C	RPL24A	S000002999
CAGL0H02541g		CAL0131820	YMR252C	YMR252C	S000004865
CAGL0I02794g		CAL0132452	YOR114W	YOR114W	S000005640
CAGL0G05962g		CAL0129590	YHR140W	YHR140W	S000001182
CAGL0M07942g		CAL0136555	YLR047C	FRE8	S000004037
CAGL0L06050g		CAL0135130	YGL183C	MND1	S000003151
CAGL0K07414g		CAL0134233	YMR242C	RPL20A	S000004855
CAGL0H09020g		CAL0130096	YGL133W	ITC1	S000003101
CAGL0L02079g		CAL0135984	YBR291C	CTP1	S000000495
CAGL0E03157g	CYS4	CAL0128738	YGR155W	CYS4	S000003387
CAGL0J03586g		CAL0133446	YCR066W	RAD18	S000000662
CAGL0J07898g		CAL0132776	YNL255C	GIS2	S000005199
CAGL0C03828g		CAL0127392	YIL009C-A	EST3	S000006432
CAGL0K06435g		CAL0134709	YDR464W	SPP41	S000002872
CAGL0F07513g		CAL0130858	YKL093W	MBR1	S000001576
CAGL0G01969g		CAL0130689	YKR072C	SIS2	S000001780
CAGL0K01947g		CAL0134915	YER137C	YER137C	S000000939
CAGL0K06941g		CAL0134685	YBR228W	SLX1	S000000432
CAGL0C05335g	RTG1	CAL0127494	YOL067C	RTG1	S000005428
CAGL0J05302g		CAL0133382	YJL066C	MPM1	S000003602
CAGL0F04565g		CAL0129337	YBL045C	COR1	S000000141
CAGL0K08844g		CAL0134513	YHL021C	AIM17	S000001013
CAGL0K11682g		CAL0134281	YDR022C	ATG31	S000002429
CAGL0J07502g		CAL0133230	YNL234W	YNL234W	S000005178
CAGL0L07414g		CAL0135952	YDL105W	NSE4	S000002263
CAGL0K11814g		CAL0134705	YDR028C	REG1	S000002435
CAGL0L03784g		CAL0135834	YOR098C	NUP1	S000005624
CAGL0L05038g		CAL0135826	YKL074C	MUD2	S000001557
CAGL0C01435g		CAL0127638	YPL183W-A	RTC6	S000007224
CAGL0F05687g		CAL0131170	YDR186C	YDR186C	S000002594
CAGL0A04455g	SEF1	CAL0126549	YBL066C	SEF1	S000000162
CAGL0L10846g		CAL0135124	YCR047C	BUD23	S000000643
CAGL0K04389g		CAL0134213	YGR056W	RSC1	S000003288
CAGL0L04532g		CAL0135140	YOR168W	GLN4	S000005694
CAGL0M08756g		CAL0136547	YDR261C	EXG2	S000002669
CAGL0G03267g		CAL0130592	YER101C	AST2	S000000903
CAGL0H04521g		CAL0131998	YBL092W	RPL32	S000000188
CAGL0L11726g		CAL0135846	YER162C	RAD4	S000000964
CAGL0M10307g		CAL0136931	YKL004W	AUR1	S000001487
CAGL0K05621g		CAL0134791	YOR081C	TGL5	S000005607
CAGL0F02277g		CAL0131076	YFR002W	NIC96	S000001898
CAGL0A01628g	MIG1	CAL0126537	YGL035C	MIG1	S000003003
CAGL0E04994g		CAL0128784	YGL147C	RPL9A	S000003115
CAGL0I08393g	TIF3	CAL0132098	YPR163C	TIF3	S000006367
CAGL0F04917g		CAL0131352	YLR273C	PIG1	S000004263
CAGL0L03135g		CAL0135334	YKR031C	SPO14	S000001739
CAGL0I10494g		CAL0132544	YGR131W	FHN1	S000003363
CAGL0K01001g		CAL0134131	YGR198W	YPP1	S000003430
CAGL0H02959g	TOS8	CAL0131890	YGL096W	TOS8	S000003064
CAGL0K03223g		CAL0133875	YHL019C	APM2	S000001011
CAGL0G05401g		CAL0130330	YNL197C	WHI3	S000005141
CAGL0E04026g		CAL0128734	YHL038C	CBP2	S000001030
CAGL0H07161g		CAL0131978	YDR317W	HIM1	S000002725
CAGL0M13013g		CAL0136311	YKL055C	OAR1	S000001538
CAGL0M02717g		CAL0137007	YOR214C	SPR2	S000005740
CAGL0D03762g		CAL0128509	YHR061C	GIC1	S000001103
CAGL0L12276g		CAL0135950	YLR090W	XDJ1	S000004080
CAGL0J09614g		CAL0133268	YDL208W	NHP2	S000002367
CAGL0I05324g		CAL0130476	YIL027C	EMC5	S000001289
CAGL0J11264g		CAL0132968	YNL181W	YNL181W	S000005125
CAGL0M03619g		CAL0136707	YNL292W	PUS4	S000005236
CAGL0M13497g		CAL0136483	YMR289W	ABZ2	S000004902
CAGL0L01705g		CAL0135016	YKL047W	ANR2	S000001530
CAGL0A00275g		CAL0126623	YGL019W	CKB1	S000002987
CAGL0J06908g		CAL0133642	YPL119C	DBP1	S000006040
CAGL0H03773g		CAL0131530	YNL002C	RLP7	S000004947
CAGL0J09790g		CAL0133086	YDL198C	GGC1	S000002357
CAGL0M04499g		CAL0137033	YLR142W	PUT1	S000004132
CAGL0L03960g		CAL0135892	YNL116W	DMA2	S000005060
CAGL0F06039g		CAL0129404	YMR039C	SUB1	S000004642
CAGL0I09262g		CAL0132312	YBR262C	MIC12	S000000466
CAGL0B04521g	RAS1	CAL0126998	YOR101W	RAS1	S000005627
CAGL0K06325g		CAL0134565	YDR458C	HEH2	S000002866
CAGL0J11638g		CAL0133112	YMR001C	CDC5	S000004603
CAGL0K08910g		CAL0134039	YOR259C	RPT4	S000005785
CAGL0B02453g		CAL0127670	YML121W	GTR1	S000004590
CAGL0L06314g		CAL0135380	YDR101C	ARX1	S000002508
CAGL0J10186g		CAL0133328	YNL071W	LAT1	S000005015
CAGL0C00539g		CAL0127610	YBR132C	AGP2	S000000336
CAGL0K02431g		CAL0134487	YPR019W	MCM4	S000006223
CAGL0L11352g		CAL0136134	YML069W	POB3	S000004534
CAGL0D05764g		CAL0128301	YLL003W	SFI1	S000003926
CAGL0I07931g		CAL0132752	YOL080C	REX4	S000005440
CAGL0K05709g		CAL0134959	YDR507C	GIN4	S000002915
CAGL0I00858g		CAL0132276	YMR138W	CIN4	S000004746
CAGL0G09889g		CAL0137607	YPR180W	AOS1	S000006384
CAGL0L01485g		CAL0135758	YML048W	GSF2	S000004511
CAGL0L02167g		CAL0135268	YKR009C	FOX2	S000001717
CAGL0A02409g		CAL0126575	YDR348C	PAL1	S000002756
CAGL0I05236g	BCY1	CAL0132356	YIL033C	BCY1	S000001295
CAGL0J10032g		CAL0133608	YNL061W	NOP2	S000005005
CAGL0L00473g		CAL0135676	YMR187C	YMR187C	S000004799
CAGL0F04983g		CAL0130982	YLR276C	DBP9	S000004266
CAGL0B01122g	SAM1	CAL0127746	YLR180W	SAM1	S000004170
CAGL0C01661g		CAL0127550	YBR246W	RRT2	S000000450
CAGL0M06039g		CAL0137013	YBR167C	POP7	S000000371
CAGL0F06787g		CAL0130850	YIR025W	MND2	S000001464
CAGL0I05940g		CAL0129935	YJL145W	SFH5	S000003681
CAGL0G01320g		CAL0130336	YNL053W	MSG5	S000004998
CAGL0B00462g		CAL0127100	YCL055W	KAR4	S000000560
CAGL0H08541g		CAL0131472	YBR089C-A	NHP6B	S000002157
CAGL0G04389g		CAL0130765	YJL110C	GZF3	S000003646
CAGL0E04686g		CAL0128972	YDR057W	YOS9	S000002464
CAGL0K09944g	PDE2	CAL0134331	YOR360C	PDE2	S000005887
CAGL0I03432g		CAL0132594	YDL160C-A	MHF2	S000028520
CAGL0J01331g		CAL0133202	YMR090W	YMR090W	S000004696
CAGL0H06347g	DEP1	CAL0130164	YAL013W	DEP1	S000000011
CAGL0D06138g	HEM2	CAL0128021	YGL040C	HEM2	S000003008
CAGL0C05445g		CAL0127218	YDL231C	BRE4	S000002390
CAGL0E04334g	ERG11	CAL0128884	YHR007C	ERG11	S000001049
CAGL0I05060g		CAL0132308	YER088C	DOT6	S000000890
CAGL0C03553g		CAL0127246	YNR045W	PET494	S000005328
CAGL0I07073g		CAL0132202	YGL213C	SKI8	S000003181
CAGL0H08734g		CAL0131684	YPR043W	RPL43A	S000006247
CAGL0F09031g		CAL0130954	YHR203C	RPS4B	S000001246
CAGL0H02211g		CAL0130448	YMR268C	PRP24	S000004881
CAGL0E03916g		CAL0128996	YHL032C	GUT1	S000001024
CAGL0J11814g		CAL0133132	YML041C	VPS71	S000004505
CAGL0M11440g		CAL0136667	YLR098C	CHA4	S000004088
CAGL0L08602g		CAL0135376	YHR201C	PPX1	S000001244
CAGL0E02761g		CAL0129146	YBL006C	LDB7	S000000102
CAGL0C03113g		CAL0127272	YLR270W	DCS1	S000004260
CAGL0C00495g		CAL0127208	YBR135W	CKS1	S000000339
CAGL0L01771g		CAL0135014	YKL043W	PHD1	S000001526
CAGL0I04328g		CAL0132128	YJL133C-A	YJL133C-A	S000028805
CAGL0I00418g		CAL0132290	YGL055W	OLE1	S000003023
CAGL0G07881g		CAL0130669	YGR105W	VMA21	S000003337
CAGL0J05434g		CAL0132950	YNL079C	TPM1	S000005023
CAGL0K10516g		CAL0133861	YFR011C	MIC19	S000001907
CAGL0I03762g		CAL0130482	YDL143W	CCT4	S000002302
CAGL0J06556g		CAL0133586	YML104C	MDM1	S000004572
