C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C30	C31	C32	C33	C34	C35	C36	C37	C38
CAGL0K02233g		Ortholog(s) have role in maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA), maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA and LSU-rRNA), more	-1.77e+00	5.34e-05	-8.15e-01	2.37e-03	-1.73e-02	9.36e-01	-4.40e-02	8.95e-01	-2.12e+00	-1.14e+00	-2.10e-01	-1.86e-01	-1	0	0	0	METABOLISM	RIBOSOMAL BIOGENESIS	F1	CAGL0K02233g	OFF	DOWN	0	0	0	CAGL0K02233g	YER126C	S000000928	YER126C	NSA2	Protein constituent of 66S pre-ribosomal particles; contributes to processing of the 27S pre-rRNA; recruited by ribosomal proteins L17, L35, and L37 to assembling ribosomes after 27SB pre-rRNA is generated, immediately preceding removal of ITS2	1.30e+00	6.63e-03	-3.58e-01	4.86e-02
CAGL0K02409g		Ortholog(s) have proton-transporting ATP synthase activity, rotational mechanism activity and role in ATP synthesis coupled proton transport, cristae formation, protein complex oligomerization	-1.87e+00	9.90e-05	-1.07e+00	1.20e-03	1.84e-01	4.18e-01	1.57e+00	1.88e-04	-2.24e+00	-1.49e+00	2.87e-01	2.65e+00	-1	0	0	1	MEMBRANE / CELL WALL	_	Others	CAGL0K02409g	Type I	DOWN	0	0	UP	CAGL0K02409g	YPR020W	S000006224	YPR020W	ATP20	Subunit g of the mitochondrial F1F0 ATP synthase; reversibly phosphorylated on two residues; unphosphorylated form is required for dimerization of the ATP synthase complex, which in turn determines oligomerization of the complex and the shape of inner membrane cristae	1.84e+00	1.50e-02	-2.37e-02	9.32e-01
CAGL0K02629g		Ortholog(s) have intracellular localization	1.78e+00	1.12e-05	1.66e+00	2.73e-05	1.20e+00	8.97e-05	4.53e-01	1.18e-01	2.02e+00	2.11e+00	2.81e+00	6.84e-01	1	1	1	0	REDOX SIGNALING	UNKNOWN	F3	CAGL0K02629g	Type II	UP	UP	UP	0	CAGL0K02629g	YNL134C	S000005078	YNL134C		NADH-dependent aldehyde reductase, involved in detoxification of furfural; expression is up-regulated in the presence of furfural and 5-hydroxymethylfurfural, which are compounds generated during lignocellulosic biomass pre-treatment; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and nucleus; protein abundance increases in response to DNA replication stress	 NA	 NA	 NA	 NA
CAGL0K02893g		Ortholog(s) have ubiquinol-cytochrome-c reductase activity, role in aerobic respiration, mitochondrial electron transport, ubiquinol to cytochrome c and mitochondrial respiratory chain complex III localization	-1.35e+00	3.36e-04	-1.26e+00	4.66e-04	9.74e-01	6.79e-05	4.39e-01	2.80e-01	-1.64e+00	-1.72e+00	2.24e+00	6.60e-01	0	0	1	0	REDOX SIGNALING	RESPIRATORY CHAIN	F3	CAGL0K02893g	Type I	DOWN	DOWN	UP	0	CAGL0K02893g	YHR001W-A	S000003529	YHR001W-A	QCR10	Subunit of the ubiqunol-cytochrome c oxidoreductase complex; this complex comprises part of the mitochondrial respiratory chain; members include Cobp, Rip1p, Cyt1p, Cor1p, Qcr2p, Qcr6p, Qcr7p, Qcr8p, Qcr9p, and Qcr10p and comprises part of the mitochondrial respiratory chain	6.61e-01	3.70e-01	-1.20e+00	7.74e-02
CAGL0K03091g		Ortholog(s) have role in hydrogen peroxide-mediated programmed cell death	-6.83e-01	2.02e-03	-1.92e-01	3.34e-01	-5.62e-01	2.81e-03	-1.29e+00	4.35e-04	-8.54e-01	-3.26e-01	-1.56e+00	-2.37e+00	0	0	0	-1	UNCLASSIFIED	_	Others	CAGL0K03091g	OFF	0	0	DOWN	DOWN	CAGL0K03091g	YMR074C	S000004678	YMR074C	SDD2	Protein with homology to human PDCD5; PDCD5 is involved in programmed cell death; N-terminal region forms a conserved triple-helix bundle structure; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P; overexpression promotes H2O2-induced apoptosis; YMR074C is not an essential gene; protein abundance increases in response to DNA replication stress	2.08e+00	7.32e-02	1.09e+00	1.78e-02
CAGL0K03421g		Ortholog(s) have phosphoglucomutase activity	3.58e+00	4.12e-05	8.33e-01	2.43e-03	2.30e-01	1.50e-01	-1.22e+00	4.05e-04	4.13e+00	1.02e+00	4.02e-01	-2.25e+00	1	0	0	-1	REDOX SIGNALING	METABOLISM	F3	CAGL0K03421g	Type I	UP	0	0	DOWN	CAGL0K03421g	YMR105C	S000004711	YMR105C	PGM2	Phosphoglucomutase; catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate, which is a key step in hexose metabolism; functions as the acceptor for a Glc-phosphotransferase; protein abundance increases in response to DNA replication stress; PGM2 has a paralog, PGM1, that arose from the whole genome duplication	 NA	 NA	 NA	 NA
CAGL0K03459g		Ortholog of S. cerevisiae : SPG4 and Saccharomyces cerevisiae S288C : YMR107W	2.07e+00	1.10e-04	2.89e+00	2.48e-05	9.77e-01	4.19e-03	1.39e+00	3.23e-03	2.36e+00	3.72e+00	2.25e+00	2.33e+00	1	1	1	1	UNCLASSIFIED	_	Others	CAGL0K03459g	Type II	UP	UP	UP	UP	CAGL0K03459g	YMR107W	S000004713	YMR107W	SPG4	Protein required for high temperature survival during stationary phase; not required for growth on nonfermentable carbon sources	 NA	 NA	 NA	 NA
CAGL0K04103g		Ortholog(s) have dolichyldiphosphatase activity, role in lipid biosynthetic process, protein N-linked glycosylation and integral component of endoplasmic reticulum membrane localization	-9.80e-01	8.91e-04	-7.57e-02	8.23e-01	-9.43e-01	4.51e-04	-3.42e-01	3.01e-01	-1.20e+00	-1.73e-01	-2.50e+00	-7.06e-01	0	0	-1	0	METABOLISM	FATTY ACID AND LIPIDS	F1	CAGL0K04103g	OFF	0	0	DOWN	0	CAGL0K04103g	YGR036C	S000003268	YGR036C	CAX4	Dolichyl pyrophosphate (Dol-P-P) phosphatase; has a luminally oriented active site in the ER; cleaves the anhydride linkage in Dol-P-P; required for Dol-P-P-linked oligosaccharide intermediate synthesis and protein N-glycosylation	 NA	 NA	 NA	 NA
CAGL0K04279g	SCM4	Ortholog of S. cerevisiae : SCM4 and Saccharomyces cerevisiae S288C : YGR049W	-1.53e+00	6.96e-04	-2.29e+00	5.63e-05	-1.56e+00	1.10e-04	-1.95e+00	2.13e-04	-1.84e+00	-3.08e+00	-4.02e+00	-3.52e+00	0	-1	-1	-1	METABOLISM	MITOCHONDRIAL BIOGENESIS	F1	CAGL0K04279g	Type II	DOWN	DOWN	DOWN	DOWN	CAGL0K04279g	YGR049W	S000003281	YGR049W	SCM4	Mitochondrial outer membrane protein of unknown function; predicted to have 4 transmembrane segments; import is mediated by Tom70p and Mim1p; interacts genetically with a cdc4 mutation; SCM4 has a paralog, ATG33, that arose from the whole genome duplication	 NA	 NA	 NA	 NA
CAGL0K04301g		Putative mitochondrial Ser/Thr protein kinase; gene is upregulated in azole-resistant strain	2.76e+00	8.83e-06	1.35e+00	3.00e-04	3.11e-01	1.98e-01	3.31e-01	1.68e-01	3.16e+00	1.70e+00	6.01e-01	4.70e-01	1	0	0	0	METABOLISM	UNKNOWN	F1	CAGL0K04301g	OFF	UP	UP	0	0	CAGL0K04301g	YGR052W	S000003284	YGR052W	FMP48	Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; induced by treatment with 8-methoxypsoralen and UVA irradiation	 NA	 NA	 NA	 NA
CAGL0K04367g		Ortholog(s) have L-methionine secondary active transmembrane transporter activity, role in methionine import across plasma membrane, sulfur amino acid transport and plasma membrane localization	9.92e-01	3.78e-03	2.00e+00	1.17e-05	4.60e-02	7.16e-01	-5.21e-01	5.70e-02	1.10e+00	2.55e+00	-5.39e-02	-1.02e+00	0	1	0	0	TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0K04367g	OFF	0	UP	0	0	CAGL0K04367g	YGR055W	S000003287	YGR055W	MUP1	High affinity methionine permease; integral membrane protein with 13 putative membrane-spanning regions; also involved in cysteine uptake	 NA	 NA	 NA	 NA
CAGL0K04499g		Ortholog(s) have phosphoribosylformylglycinamidine synthase activity and role in purine nucleotide biosynthetic process	-6.97e-01	2.82e-02	-3.72e-01	3.59e-01	1.17e+00	1.24e-03	1.30e-01	7.27e-01	-8.71e-01	-5.62e-01	2.73e+00	1.19e-01	0	0	1	0	METABOLISM	NUCLEIC ACID METABOLISM	F1	CAGL0K04499g	OFF	0	0	UP	0	CAGL0K04499g	YGR061C	S000003293	YGR061C	ADE6	Formylglycinamidine-ribonucleotide (FGAM)-synthetase; catalyzes a step in the 'de novo' purine nucleotide biosynthetic pathway	-2.71e-01	4.57e-01	-4.90e-01	5.47e-03
CAGL0K04719g		Ortholog of S. cerevisiae : YNL208W, C. albicans SC5314 : C3_05710W_A/RCT1, C. dubliniensis CD36 : Cd36_85650, C. parapsilosis CDC317 : CPAR2_807040 and C. auris B8441 : B9J08_002643	1.31e+00	5.47e-04	-4.27e-01	3.38e-02	1.04e+00	9.35e-04	3.36e-01	1.18e-01	1.47e+00	-6.35e-01	2.40e+00	4.80e-01	0	0	1	0	UNCLASSIFIED	_	Others	CAGL0K04719g	OFF	0	0	UP	0	CAGL0K04719g	YNL208W	S000005152	YNL208W		Protein of unknown function; may interact with ribosomes, based on co-purification experiments; authentic, non-tagged protein is detected in purified mitochondria in high-throughput studies; potential orthologs found in other fungi	 NA	 NA	 NA	 NA
CAGL0K04851g	PEX17	Ortholog(s) have role in protein import into peroxisome matrix, docking and Pex17p-Pex14p docking complex, peroxisomal importomer complex, peroxisomal membrane localization	7.26e-01	5.01e-04	1.77e-01	4.17e-01	5.84e-01	1.58e-03	1.78e+00	1.71e-04	7.92e-01	1.59e-01	1.27e+00	3.01e+00	0	0	0	1	TRANSPORT / TRAFFICKING	PEROXISOME	F4	CAGL0K04851g	OFF	0	0	0	UP	CAGL0K04851g	YNL214W	S000005158	YNL214W	PEX17	Membrane peroxin of the peroxisomal importomer complex; complex facilitates the import of peroxisomal matrix proteins; required for peroxisome biogenesis	 NA	 NA	 NA	 NA
CAGL0K05137g		Ortholog(s) have alpha,alpha-trehalase activity and role in cellular response to desiccation, cellular response to ethanol, cellular response to freezing, pathogenesis, trehalose catabolic process	5.65e+00	1.65e-07	6.44e+00	1.77e-07	2.53e-01	6.97e-02	-3.82e-01	3.37e-01	6.55e+00	8.39e+00	4.58e-01	-7.76e-01	1	1	0	0	REDOX SIGNALING	METABOLISM	F3	CAGL0K05137g	OFF	UP	UP	0	0	CAGL0K05137g	YPR026W	S000006230	YPR026W	ATH1	Acid trehalase required for utilization of extracellular trehalose; involved in intracellular trehalose degradation during growth recovery after saline stress	 NA	 NA	 NA	 NA
CAGL0K05247g		Ortholog(s) have ubiquitin protein ligase binding activity, role in fungal-type cell wall organization, regulation of transcription by RNA polymerase II and nucleus localization	1.32e+00	1.06e-03	-5.34e-02	8.19e-01	8.82e-01	3.21e-04	6.17e-03	9.79e-01	1.48e+00	-1.44e-01	2.01e+00	-9.78e-02	0	0	1	0	REGULATION	PROTEIN DEGRADATION	F2	CAGL0K05247g	OFF	0	0	UP	0	CAGL0K05247g	YPR030W	S000006234	YPR030W	CSR2	Nuclear ubiquitin protein ligase binding protein; may regulate utilization of nonfermentable carbon sources and endocytosis of plasma membrane proteins; overproduction suppresses chs5 spa2 lethality at high temp; ubiquitinated by Rsp5p, deubiquitinated by Ubp2p; CSR2 has a paralog, ECM21, that arose from the whole genome duplication	 NA	 NA	 NA	 NA
CAGL0K05357g	GLN1	Ortholog(s) have glutamate-ammonia ligase activity, role in ammonia assimilation cycle, glutamine biosynthetic process, nitrogen compound metabolic process and nuclear periphery localization	-3.72e-01	1.22e-01	1.92e+00	2.67e-05	7.98e-02	6.29e-01	2.15e+00	8.57e-06	-4.91e-01	2.44e+00	2.97e-02	3.65e+00	0	1	0	1	METABOLISM	NITROGEN METABOLISM	F1	CAGL0K05357g	Type II	0	UP	0	UP	CAGL0K05357g	YPR035W	S000006239	YPR035W	GLN1	Glutamine synthetase (GS); synthesizes glutamine from glutamate and ammonia; with Glt1p, forms the secondary pathway for glutamate biosynthesis from ammonia; expression regulated by nitrogen source and by amino acid limitation; forms filaments of back-to-back stacks of cylindrical homo-decamers at low pH, leading to enzymatic inactivation and storage during states of advanced cellular starvation; relocalizes from nucleus to cytoplasmic foci upon DNA replication stress	-2.24e-02	9.67e-01	-5.11e-01	9.52e-03
CAGL0K05687g		Has domain(s) with predicted FMN binding, catalytic activity, oxidoreductase activity and role in oxidation-reduction process	1.53e+00	1.48e-02	1.35e+00	8.45e-04	8.90e-01	4.81e-04	8.52e-01	6.43e-03	1.73e+00	1.70e+00	2.03e+00	1.38e+00	0	0	1	0	REDOX SIGNALING	FLAVO HEMO PROTEIN	F3	CAGL0K05687g	Type II	0	UP	UP	0	CAGL0K05687g	YHR179W	S000001222	YHR179W	OYE2	Conserved NADPH oxidoreductase containing flavin mononucleotide (FMN); responsible for geraniol reduction into citronellol during fermentation; homologous to Oye3p with different ligand binding and catalytic properties; may be involved in sterol metabolism, oxidative stress response, and programmed cell death; protein abundance increases in response to DNA replication stress	 NA	 NA	 NA	 NA
CAGL0K05753g		Ortholog(s) have L-proline transmembrane transporter activity, amino acid transmembrane transporter activity and role in amino acid transport, transmembrane transport	-7.90e-01	3.33e-02	4.10e-01	1.13e-01	-2.38e-01	3.10e-01	1.31e+00	5.37e-04	-9.80e-01	4.66e-01	-7.56e-01	2.18e+00	0	0	0	1	TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0K05753g	OFF	0	0	0	UP	CAGL0K05753g	YDR508C	S000002916	YDR508C	GNP1	High-affinity glutamine permease; also transports Leu, Ser, Thr, Cys, Met and Asn; expression is fully dependent on Grr1p and modulated by the Ssy1p-Ptr3p-Ssy5p (SPS) sensor of extracellular amino acids; GNP1 has a paralog, AGP1, that arose from the whole genome duplication	 NA	 NA	 NA	 NA
CAGL0K05813g		Ortholog(s) have disulfide oxidoreductase activity, glutathione disulfide oxidoreductase activity, glutathione peroxidase activity, glutathione transferase activity	2.41e+00	3.91e-06	1.63e+00	3.96e-05	5.66e-01	3.29e-03	1.20e-01	7.24e-01	2.75e+00	2.07e+00	1.23e+00	1.02e-01	1	1	0	0	REDOX SIGNALING	THIOL REDOX	F3	CAGL0K05813g	OFF	UP	UP	0	0	CAGL0K05813g	YDR513W	S000002921	YDR513W	GRX2	Cytoplasmic glutaredoxin; thioltransferase, glutathione-dependent disulfide oxidoreductase involved in maintaining redox state of target proteins, also exhibits glutathione peroxidase activity, expression induced in response to stress; GRX2 has two in-frame start codons resulting in a shorter isoform that is retained in the cytosol and a longer form translocated to the mitochondrial matrix; GRX2 has a paralog, GRX1, that arose from the whole genome duplication	1.40e-01	7.14e-01	3.10e-02	8.76e-01
CAGL0K06061g		Ortholog(s) have structural constituent of ribosome activity	-1.63e+00	4.09e-04	-1.24e+00	8.46e-05	-1.41e-01	3.79e-01	-1.20e+00	2.72e-04	-1.96e+00	-1.70e+00	-5.17e-01	-2.21e+00	0	0	0	-1	REGULATION	TRANSLATION	F2	CAGL0K06061g	Type II	DOWN	DOWN	0	DOWN	CAGL0K06061g	YLR264W	S000004254	YLR264W	RPS28B	Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S28, no bacterial homolog; has an extraribosomal function in autoregulation, in which Rps28Bp binds to a decapping complex via Edc3p, which then binds to RPS28B mRNA leading to its decapping and degradation; RPS28B has a paralog, RPS28A, that arose from the whole genome duplication	-8.50e-01	3.18e-01	-7.74e-02	5.18e-01
CAGL0K06105g		Ortholog of S. cerevisiae : BOP2 and Saccharomyces cerevisiae S288C : YLR267W	1.32e+00	3.21e-04	9.25e-01	1.29e-03	2.25e+00	2.47e-06	1.67e+00	2.93e-05	1.49e+00	1.14e+00	5.40e+00	2.81e+00	0	0	1	1	UNCLASSIFIED	_	Others	CAGL0K06105g	OFF	0	0	UP	UP	CAGL0K06105g	YLR267W	S000004257	YLR267W	BOP2	Protein of unknown function	 NA	 NA	 NA	 NA
CAGL0K06259g	TSA1	Thiol-specific antioxidant protein; predicted thioredoxin peroxidase involved in oxidative stress response; protein abundance decreased in ace2 mutant cells	1.17e-01	7.79e-01	1.80e+00	2.01e-03	-1.13e+00	4.56e-04	-2.70e+00	1.40e-04	8.03e-02	2.29e+00	-2.96e+00	-4.84e+00	0	1	-1	-1	REDOX SIGNALING	THIOL REDOX	F3	CAGL0K06259g	Type I	0	UP	DOWN	DOWN	CAGL0K06259g	YDR453C	S000002861	YDR453C	TSA2	Stress inducible cytoplasmic thioredoxin peroxidase; cooperates with Tsa1p in the removal of reactive oxygen, nitrogen and sulfur species using thioredoxin as hydrogen donor; deletion enhances the mutator phenotype of tsa1 mutants; protein abundance increases in response to DNA replication stress; TSA2 has a paralog, TSA1, that arose from the whole genome duplication	-2.01e-01	8.14e-01	6.88e-02	6.09e-01
CAGL0K06567g		Ortholog(s) have preribosome, large subunit precursor localization	-1.76e+00	3.53e-05	-1.55e+00	3.12e-05	-3.20e-02	8.22e-01	-1.31e+00	2.33e-04	-2.12e+00	-2.11e+00	-2.47e-01	-2.40e+00	-1	-1	0	-1	METABOLISM	RIBOSOMAL BIOGENESIS	F1	CAGL0K06567g	Type II	DOWN	DOWN	0	DOWN	CAGL0K06567g	YDR471W	S000002879	YDR471W	RPL27B	Ribosomal 60S subunit protein L27B; homologous to mammalian ribosomal protein L27, no bacterial homolog; RPL27B has a paralog, RPL27A, that arose from the whole genome duplication	-5.14e-02	9.07e-01	-7.63e-01	6.98e-04
CAGL0K06633g		Ortholog(s) have role in attachment of spindle microtubules to kinetochore, protein localization to kinetochore and COMA complex, kinetochore localization	-3.01e-01	7.07e-02	-5.12e-01	2.03e-02	-8.64e-01	2.85e-04	-8.10e-01	4.39e-03	-4.08e-01	-7.46e-01	-2.30e+00	-1.53e+00	0	0	-1	0	UNCLASSIFIED	_	Others	CAGL0K06633g	OFF	0	0	DOWN	DOWN	CAGL0K06633g	YBR211C	S000000415	YBR211C	AME1	Essential kinetochore protein associated with microtubules and SPBs; component of the kinetochore sub-complex COMA (Ctf19p, Okp1p, Mcm21p, Ame1p); involved in spindle checkpoint maintenance; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-U and fission yeast Mis17; relative distribution to the nucleus increases upon DNA replication stress	 NA	 NA	 NA	 NA
CAGL0K06677g	MET8	Putative bifunctional dehydrogenase and ferrochelatase; gene is upregulated in azole-resistant strain	6.66e-01	9.67e-03	1.78e+00	2.34e-05	9.13e-01	6.06e-04	1.28e+00	2.46e-04	7.21e-01	2.27e+00	2.09e+00	2.13e+00	0	1	1	1	IRON-SULFUR CLUSTER SYNTHESIS AND ASSEMBLY	_	F5	CAGL0K06677g	Type II	0	UP	UP	UP	CAGL0K06677g	YBR213W	S000000417	YBR213W	MET8	Bifunctional dehydrogenase and ferrochelatase; involved in the biosynthesis of siroheme, a prosthetic group used by sulfite reductase; required for sulfate assimilation and methionine biosynthesis	4.39e-01	4.65e-01	-1.59e-01	5.19e-01
CAGL0K07111g		Ortholog(s) have microtubule binding, microtubule plus-end binding activity	-6.62e-02	6.42e-01	5.94e-02	7.96e-01	-2.21e-01	9.23e-02	1.52e+00	2.42e-03	-1.34e-01	4.79e-03	-7.13e-01	2.54e+00	0	0	0	1	REGULATION	OTHERS	F2	CAGL0K07111g	OFF	0	0	0	UP	CAGL0K07111g	YBR233W-A	S000007595	YBR233W-A	DAD3	Essential subunit of the Dam1 complex (aka DASH complex); complex couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis	 NA	 NA	 NA	 NA
CAGL0K07183g		Protein of unknown function	3.53e-01	3.94e-02	9.13e-01	1.50e-02	9.00e-01	2.16e-04	2.52e+00	7.68e-04	3.56e-01	1.13e+00	2.06e+00	4.31e+00	0	0	1	1	UNCLASSIFIED	_	Others	CAGL0K07183g	OFF	0	0	UP	UP	CAGL0K07183g	NO_ORTHO	CAL0134049	CAGL0K07183g		Protein of unknown function	 NA	 NA	 NA	 NA
CAGL0K07205g		Protein of unknown function	-1.76e+00	2.74e-04	-2.87e-01	2.79e-01	5.49e-01	4.48e-02	-9.56e-01	2.55e-03	-2.12e+00	-4.51e-01	1.19e+00	-1.78e+00	-1	0	0	0	UNCLASSIFIED	_	Others	CAGL0K07205g	Type II	DOWN	0	0	DOWN	CAGL0K07205g	NO_ORTHO	CAL0134653	CAGL0K07205g		Protein of unknown function	 NA	 NA	 NA	 NA
CAGL0K07436g		Ortholog(s) have DNA binding, tricarboxylate secondary active transmembrane transporter activity	-4.19e-01	1.37e-02	6.01e-01	7.58e-03	7.77e-02	4.73e-01	1.21e+00	3.20e-04	-5.46e-01	7.16e-01	2.44e-02	2.00e+00	0	0	0	1	TRANSPORT / TRAFFICKING	MITOCHONDRIA	F4	CAGL0K07436g	OFF	0	0	0	UP	CAGL0K07436g	YMR241W	S000004854	YMR241W	YHM2	Citrate and oxoglutarate carrier protein; exports citrate from and imports oxoglutarate into the mitochondrion, causing net export of NADPH reducing equivalents; also associates with mt nucleoids and has a role in replication and segregation of the mt genome	-4.26e-01	2.25e-01	-7.77e-01	1.19e-02
CAGL0K07480g	PGM1	Putative phosphoglucomutase	2.19e+00	8.06e-05	-3.85e-01	9.32e-02	2.37e-01	1.18e-01	-2.88e-01	1.91e-01	2.51e+00	-5.80e-01	4.19e-01	-6.13e-01	1	0	0	0	REDOX SIGNALING	METABOLISM	F3	CAGL0K07480g	OFF	UP	0	0	0	CAGL0K07480g	YKL127W	S000001610	YKL127W	PGM1	Phosphoglucomutase, minor isoform; catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate, which is a key step in hexose metabolism; PGM1 has a paralog, PGM2, that arose from the whole genome duplication	 NA	 NA	 NA	 NA
CAGL0K07546g	PMU2	Phosphate starvation inducible acid phosphatase; contains a phosphomutase-like domain; functionally complements a S. cerevisiae pho5 mutant; transcript abundance during phosphate starvation regulated by Pho4p	4.06e-01	8.29e-02	9.68e-01	4.06e-03	9.48e-01	2.33e-04	5.71e+00	1.84e-09	4.18e-01	1.20e+00	2.17e+00	9.87e+00	0	0	1	1	UNCLASSIFIED	_	Others	CAGL0K07546g	OFF	0	0	UP	UP	CAGL0K07546g	YKL128C	S000001611	YKL128C	PMU1	Putative phosphomutase; contains a region homologous to the active site of phosphomutases; overexpression suppresses the histidine auxotrophy of an ade3 ade16 ade17 triple mutant and the temperature sensitivity of a tps2 mutant	 NA	 NA	 NA	 NA
CAGL0K07590g	MYO3	Putative myosin	-1.92e-02	8.94e-01	7.51e-02	7.34e-01	-8.01e-01	4.51e-02	-7.40e-01	4.41e-03	-7.92e-02	2.54e-02	-2.15e+00	-1.40e+00	0	0	-1	0	REGULATION	UNKNOWN	F2	CAGL0K07590g	NO	0	0	0	0	CAGL0K07590g	YKL129C	S000001612	YKL129C	MYO3	One of two type I myosins; localizes to actin cortical patches; deletion of MYO3 has little effect on growth, but myo3 myo5 double deletion causes severe defects in growth and actin cytoskeleton organization; MYO3 has a paralog, MYO5, that arose from the whole genome duplication	 NA	 NA	 NA	 NA
CAGL0K07678g		Protein of unknown function	4.80e+00	2.11e-07	3.73e+00	1.33e-07	5.05e-01	1.63e-02	6.36e-01	1.61e-02	5.55e+00	4.82e+00	1.08e+00	1.00e+00	1	1	0	0	UNCLASSIFIED	_	Others	CAGL0K07678g	OFF	UP	UP	0	0	CAGL0K07678g	NO_ORTHO	CAL0134665	CAGL0K07678g		Protein of unknown function	 NA	 NA	 NA	 NA
CAGL0K08184g	CCP1	Cytochrome C peroxidase	-2.94e+00	2.75e-06	-3.06e+00	7.81e-07	1.89e-01	8.13e-02	6.37e-01	1.73e-02	-3.49e+00	-4.10e+00	2.99e-01	1.01e+00	-1	-1	0	0	REDOX SIGNALING	ROS DETOXIFICATION	F3	CAGL0K08184g	OFF	DOWN	DOWN	0	0	CAGL0K08184g	YKR066C	S000001774	YKR066C	CCP1	Mitochondrial cytochrome-c peroxidase; degrades reactive oxygen species in mitochondria, involved in the response to oxidative stress	6.76e-01	1.23e-01	-4.10e-01	3.71e-02
CAGL0K08206g		Protein of unknown function	9.67e-01	1.47e-03	1.07e-01	6.35e-01	5.33e-01	1.79e-03	1.75e+00	3.03e-05	1.07e+00	6.76e-02	1.15e+00	2.95e+00	0	0	0	1	TRANSPORT / TRAFFICKING	UNKNOWN	F4	CAGL0K08206g	OFF	0	0	0	UP	CAGL0K08206g	YGL140C	S000003108	YGL140C		Putative protein of unknown function; non-essential gene; contains multiple predicted transmembrane domains	 NA	 NA	 NA	 NA
CAGL0K08338g		Protein of unknown function	-7.19e-01	1.53e-03	-1.91e+00	4.01e-05	8.47e-01	3.41e-04	3.67e-02	8.98e-01	-8.97e-01	-2.59e+00	1.93e+00	-4.44e-02	0	-1	0	0	UNCLASSIFIED	_	Others	CAGL0K08338g	Type I	0	DOWN	UP	0	CAGL0K08338g	YOR385W	S000005912	YOR385W		Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YOR385W is not an essential gene	1.60e+00	2.56e-03	1.91e-01	6.19e-01
CAGL0K08536g	APE1	Vacuolar aminopeptidase I	4.11e+00	1.98e-06	2.64e+00	3.94e-06	-1.52e-01	2.82e-01	-3.78e-01	1.31e-01	4.75e+00	3.40e+00	-5.44e-01	-7.70e-01	1	1	0	0	METABOLISM	PROTEIN DEGRADATION	F1	CAGL0K08536g	OFF	UP	UP	0	0	CAGL0K08536g	YKL103C	S000001586	YKL103C	APE1	Vacuolar aminopeptidase yscI; zinc metalloproteinase that belongs to the peptidase family M18; often used as a marker protein in studies of autophagy and cytosol to vacuole targeting (CVT) pathway; protein increases in abundance and relative distribution to cytoplasmic foci increases upon DNA replication stress	1.52e+00	1.64e-02	1.06e+00	4.16e-04
CAGL0K08668g	MET28	bZIP domain-containing protein	7.48e-01	1.44e-01	2.21e+00	1.36e-03	1.47e+00	4.28e-03	9.46e-01	1.43e-01	8.17e-01	2.83e+00	3.47e+00	1.55e+00	0	1	1	0	REGULATION	TRANSCRIPTIONAL REGULATOR	F2	CAGL0K08668g	Type II	0	UP	UP	0	CAGL0K08668g	YIR017C	S000001456	YIR017C	MET28	bZIP transcriptional activator in the Cbf1p-Met4p-Met28p complex; participates in the regulation of sulfur metabolism	 NA	 NA	 NA	 NA
CAGL0K08756g	AP5	bZIP domain-containing protein	3.80e+00	2.11e-07	3.63e+00	1.77e-07	-9.25e-01	2.45e-04	-2.95e-01	1.83e-01	4.38e+00	4.70e+00	-2.45e+00	-6.25e-01	1	1	-1	0	REGULATION	TRANSCRIPTIONAL REGULATOR	F2	CAGL0K08756g	Type I	UP	UP	DOWN	0	CAGL0K08756g	YIR018W	S000001457	YIR018W	YAP5	Basic leucine zipper (bZIP) iron-sensing transcription factor; involved in diauxic shift; YAP5 has a paralog, YAP7, that arose from the whole genome duplication	 NA	 NA	 NA	 NA
CAGL0K09042g		Ortholog of S. cerevisiae : TMA16, C. albicans SC5314 : C1_09330W_A, C. dubliniensis CD36 : Cd36_08800, C. parapsilosis CDC317 : CPAR2_207530 and C. auris B8441 : B9J08_002306	-1.81e+00	8.83e-06	-7.74e-01	3.05e-03	-7.47e-02	5.21e-01	-1.15e+00	5.89e-04	-2.17e+00	-1.09e+00	-3.52e-01	-2.13e+00	-1	0	0	-1	UNCLASSIFIED	_	Others	CAGL0K09042g	Type II	DOWN	0	0	DOWN	CAGL0K09042g	YOR252W	S000005778	YOR252W	TMA16	Protein of unknown function that associates with ribosomes	-2.29e+00	3.81e-02	-1.92e-01	1.55e-01
